Date,Open,High,Low,Close,Adj. Close,Volume
2017-05-02,2391.05,2392.93,2385.82,2391.17,2391.17,3861360000
2017-05-01,2388.50,2394.49,2384.83,2388.33,2388.33,3201500000
2017-04-28,2393.68,2393.68,2382.36,2384.20,2384.20,3721350000
2017-04-27,2389.70,2392.10,2382.68,2388.77,2388.77,4099940000
2017-04-26,2388.98,2398.16,2386.78,2387.45,2387.45,4111350000
2017-04-25,2381.51,2392.48,2381.15,2388.61,2388.61,4005820000
2017-04-24,2370.33,2376.98,2369.19,2374.15,2374.15,3711170000
2017-04-21,2354.74,2356.18,2344.51,2348.69,2348.69,3524160000
2017-04-20,2342.69,2361.37,2340.91,2355.84,2355.84,3648990000
2017-04-19,2346.79,2352.63,2335.05,2338.17,2338.17,3521160000
2017-04-18,2342.53,2348.35,2334.54,2342.19,2342.19,3272210000
2017-04-17,2332.62,2349.14,2332.51,2349.01,2349.01,2826890000
2017-04-13,2341.98,2348.26,2328.95,2328.95,2328.95,3146380000
2017-04-12,2352.15,2352.72,2341.18,2344.93,2344.93,3201300000
2017-04-11,2353.92,2355.22,2337.25,2353.78,2353.78,3120900000
2017-04-10,2357.16,2366.37,2351.50,2357.16,2357.16,2792570000
2017-04-07,2356.59,2363.76,2350.74,2355.54,2355.54,3054700000
2017-04-06,2353.79,2364.16,2348.90,2357.49,2357.49,3203250000
2017-04-05,2366.59,2378.36,2350.52,2352.95,2352.95,3780650000
2017-04-04,2354.76,2360.53,2350.72,2360.16,2360.16,3208340000
2017-04-03,2362.34,2365.87,2344.73,2358.84,2358.84,3418730000
2017-03-31,2364.82,2370.35,2362.60,2362.72,2362.72,3356740000
2017-03-30,2361.31,2370.42,2358.58,2368.06,2368.06,3159680000
2017-03-29,2356.54,2363.36,2352.94,2361.13,2361.13,3107670000
2017-03-28,2339.79,2363.78,2337.63,2358.57,2358.57,3369120000
2017-03-27,2329.11,2344.90,2322.25,2341.59,2341.59,3242300000
2017-03-24,2350.42,2356.22,2335.74,2343.98,2343.98,2978530000
2017-03-23,2345.97,2358.92,2342.13,2345.96,2345.96,3262400000
2017-03-22,2343.00,2351.81,2336.45,2348.45,2348.45,3575160000
2017-03-21,2379.32,2381.93,2341.90,2344.02,2344.02,4278890000
2017-03-20,2378.24,2379.55,2369.66,2373.47,2373.47,3061560000
2017-03-17,2383.71,2385.71,2377.64,2378.25,2378.25,5179820000
2017-03-16,2387.71,2388.10,2377.18,2381.38,2381.38,3368880000
2017-03-15,2370.34,2390.01,2368.94,2385.26,2385.26,3909490000
2017-03-14,2368.55,2368.55,2358.18,2365.45,2365.45,3173760000
2017-03-13,2371.56,2374.42,2368.52,2373.47,2373.47,3166650000
2017-03-10,2372.52,2376.86,2363.04,2372.60,2372.60,3434400000
2017-03-09,2363.49,2369.08,2354.54,2364.87,2364.87,3718450000
2017-03-08,2369.81,2373.09,2361.01,2362.98,2362.98,3814080000
2017-03-07,2370.74,2375.12,2365.51,2368.39,2368.39,3526300000
2017-03-06,2375.23,2378.80,2367.98,2375.31,2375.31,3251800000
2017-03-03,2380.92,2383.89,2375.39,2383.12,2383.12,3556670000
2017-03-02,2394.75,2394.75,2380.17,2381.92,2381.92,3824030000
2017-03-01,2380.13,2400.98,2380.13,2395.96,2395.96,4347630000
2017-02-28,2366.08,2367.79,2358.96,2363.64,2363.64,4212460000
2017-02-27,2365.23,2371.54,2361.87,2369.75,2369.75,3584680000
2017-02-24,2355.73,2367.34,2352.87,2367.34,2367.34,3832410000
2017-02-23,2367.50,2368.26,2355.09,2363.81,2363.81,4021770000
2017-02-22,2361.11,2365.13,2358.34,2362.82,2362.82,3473170000
2017-02-21,2354.91,2366.71,2354.91,2365.38,2365.38,3587520000
2017-02-17,2343.01,2351.16,2339.58,2351.16,2351.16,3516830000
2017-02-16,2349.64,2351.31,2338.87,2347.22,2347.22,3675900000
2017-02-15,2335.58,2351.30,2334.81,2349.25,2349.25,3785870000
2017-02-14,2326.12,2337.58,2322.17,2337.58,2337.58,3528040000
2017-02-13,2321.72,2331.58,2321.42,2328.25,2328.25,3352370000
2017-02-10,2312.27,2319.23,2311.10,2316.10,2316.10,3496600000
2017-02-09,2296.70,2311.08,2296.61,2307.87,2307.87,3681600000
2017-02-08,2289.55,2295.91,2285.38,2294.67,2294.67,3611950000
2017-02-07,2295.87,2299.40,2290.16,2293.08,2293.08,3452460000
2017-02-06,2294.28,2296.18,2288.57,2292.56,2292.56,3112390000
2017-02-03,2288.54,2298.31,2287.88,2297.42,2297.42,3605970000
2017-02-02,2276.69,2283.97,2271.65,2280.85,2280.85,3809760000
2017-02-01,2285.59,2289.14,2272.44,2279.55,2279.55,3919190000
2017-01-31,2274.02,2279.09,2267.21,2278.87,2278.87,4089730000
2017-01-30,2286.01,2286.01,2268.04,2280.90,2280.90,3595040000
2017-01-27,2299.02,2299.02,2291.62,2294.69,2294.69,3137420000
2017-01-26,2298.63,2300.99,2294.08,2296.68,2296.68,3611510000
2017-01-25,2288.88,2299.55,2288.88,2298.37,2298.37,3849340000
2017-01-24,2267.88,2284.63,2266.68,2280.07,2280.07,3816950000
2017-01-23,2267.78,2271.78,2257.02,2265.20,2265.20,3155240000
2017-01-20,2269.96,2276.96,2265.01,2271.31,2271.31,3536850000
2017-01-19,2271.90,2274.33,2258.41,2263.69,2263.69,3168390000
2017-01-18,2269.14,2272.01,2263.35,2271.89,2271.89,3317670000
2017-01-17,2269.14,2272.08,2262.81,2267.89,2267.89,3586950000
